segment,addr,name,note
7,0x0DA0,seg07_FRED_0DA0,jump-table export 316; CODE 0 routine offset 0x0D9C
7,0x0DF6,seg07_FRED_0DF6,jump-table export 317; CODE 0 routine offset 0x0DF2
7,0x0E4C,seg07_FRED_0E4C,jump-table export 318; CODE 0 routine offset 0x0E48
7,0x0E5E,seg07_FRED_0E5E,jump-table export 319; CODE 0 routine offset 0x0E5A
7,0x0E70,seg07_FRED_0E70,jump-table export 320; CODE 0 routine offset 0x0E6C
7,0x0E82,seg07_FRED_0E82,jump-table export 321; CODE 0 routine offset 0x0E7E
7,0x0E94,seg07_FRED_0E94,jump-table export 322; CODE 0 routine offset 0x0E90
7,0x0E9A,seg07_FRED_0E9A,jump-table export 323; CODE 0 routine offset 0x0E96
7,0x0EA0,seg07_FRED_0EA0,jump-table export 324; CODE 0 routine offset 0x0E9C
7,0x0EA6,seg07_FRED_0EA6,jump-table export 325; CODE 0 routine offset 0x0EA2
7,0x0EAC,seg07_FRED_0EAC,jump-table export 326; CODE 0 routine offset 0x0EA8
7,0x0EB2,seg07_FRED_0EB2,jump-table export 327; CODE 0 routine offset 0x0EAE
7,0x0EBE,seg07_FRED_0EBE,jump-table export 328; CODE 0 routine offset 0x0EBA
7,0x0ECA,seg07_FRED_0ECA,jump-table export 329; CODE 0 routine offset 0x0EC6
7,0x0ED6,seg07_FRED_0ED6,jump-table export 330; CODE 0 routine offset 0x0ED2
7,0x0EE2,seg07_FRED_0EE2,jump-table export 331; CODE 0 routine offset 0x0EDE
7,0x0EEE,seg07_FRED_0EEE,jump-table export 332; CODE 0 routine offset 0x0EEA
7,0x0EFA,seg07_FRED_0EFA,jump-table export 333; CODE 0 routine offset 0x0EF6
7,0x0F06,seg07_FRED_0F06,jump-table export 334; CODE 0 routine offset 0x0F02
7,0x0F12,seg07_FRED_0F12,jump-table export 335; CODE 0 routine offset 0x0F0E
7,0x0F1E,seg07_FRED_0F1E,jump-table export 336; CODE 0 routine offset 0x0F1A
7,0x0F2A,seg07_FRED_0F2A,jump-table export 337; CODE 0 routine offset 0x0F26
7,0x0F36,seg07_FRED_0F36,jump-table export 338; CODE 0 routine offset 0x0F32
7,0x0F42,seg07_FRED_0F42,jump-table export 339; CODE 0 routine offset 0x0F3E
7,0x0F4E,seg07_FRED_0F4E,jump-table export 340; CODE 0 routine offset 0x0F4A
7,0x0F5A,seg07_FRED_0F5A,jump-table export 341; CODE 0 routine offset 0x0F56
7,0x0F66,seg07_FRED_0F66,jump-table export 342; CODE 0 routine offset 0x0F62
7,0x0F72,seg07_FRED_0F72,jump-table export 343; CODE 0 routine offset 0x0F6E
7,0x0F78,seg07_FRED_0F78,jump-table export 344; CODE 0 routine offset 0x0F74
7,0x0F84,seg07_FRED_0F84,jump-table export 345; CODE 0 routine offset 0x0F80
7,0x0F8A,seg07_FRED_0F8A,jump-table export 346; CODE 0 routine offset 0x0F86
7,0x0F96,seg07_FRED_0F96,jump-table export 347; CODE 0 routine offset 0x0F92
7,0x0FA8,seg07_FRED_0FA8,jump-table export 348; CODE 0 routine offset 0x0FA4
7,0x0FBA,seg07_FRED_0FBA,jump-table export 349; CODE 0 routine offset 0x0FB6
7,0x0FC6,seg07_FRED_0FC6,jump-table export 350; CODE 0 routine offset 0x0FC2
7,0x0FFA,seg07_FRED_0FFA,jump-table export 351; CODE 0 routine offset 0x0FF6
7,0x1030,seg07_FRED_1030,jump-table export 352; CODE 0 routine offset 0x102C
7,0x1046,seg07_FRED_1046,jump-table export 353; CODE 0 routine offset 0x1042
7,0x105E,seg07_FRED_105E,jump-table export 354; CODE 0 routine offset 0x105A
7,0x1076,seg07_FRED_1076,jump-table export 355; CODE 0 routine offset 0x1072
7,0x108C,seg07_FRED_108C,jump-table export 356; CODE 0 routine offset 0x1088
7,0x10B4,seg07_FRED_10B4,jump-table export 357; CODE 0 routine offset 0x10B0
7,0x10DE,seg07_FRED_10DE,jump-table export 358; CODE 0 routine offset 0x10DA
7,0x10F6,seg07_FRED_10F6,jump-table export 359; CODE 0 routine offset 0x10F2
7,0x110C,seg07_FRED_110C,jump-table export 360; CODE 0 routine offset 0x1108
7,0x1112,seg07_FRED_1112,jump-table export 361; CODE 0 routine offset 0x110E
7,0x1118,seg07_FRED_1118,jump-table export 362; CODE 0 routine offset 0x1114
7,0x111E,seg07_FRED_111E,jump-table export 363; CODE 0 routine offset 0x111A
7,0x112A,seg07_FRED_112A,jump-table export 364; CODE 0 routine offset 0x1126
7,0x1136,seg07_FRED_1136,jump-table export 365; CODE 0 routine offset 0x1132
7,0x1142,seg07_FRED_1142,jump-table export 366; CODE 0 routine offset 0x113E
7,0x1148,seg07_FRED_1148,jump-table export 367; CODE 0 routine offset 0x1144
7,0x114E,seg07_FRED_114E,jump-table export 368; CODE 0 routine offset 0x114A
7,0x115A,seg07_FRED_115A,jump-table export 369; CODE 0 routine offset 0x1156
7,0x1166,seg07_FRED_1166,jump-table export 370; CODE 0 routine offset 0x1162
7,0x1172,seg07_FRED_1172,jump-table export 371; CODE 0 routine offset 0x116E
7,0x118C,seg07_FRED_118C,jump-table export 372; CODE 0 routine offset 0x1188
7,0x11A6,seg07_FRED_11A6,jump-table export 373; CODE 0 routine offset 0x11A2
7,0x11C2,seg07_FRED_11C2,jump-table export 374; CODE 0 routine offset 0x11BE
7,0x11D8,seg07_FRED_11D8,jump-table export 375; CODE 0 routine offset 0x11D4
7,0x11EC,seg07_FRED_11EC,jump-table export 376; CODE 0 routine offset 0x11E8
7,0x11FA,seg07_FRED_11FA,jump-table export 377; CODE 0 routine offset 0x11F6
7,0x120E,seg07_FRED_120E,jump-table export 378; CODE 0 routine offset 0x120A
7,0x1222,seg07_FRED_1222,jump-table export 379; CODE 0 routine offset 0x121E
7,0x1236,seg07_FRED_1236,jump-table export 380; CODE 0 routine offset 0x1232
7,0x1244,seg07_FRED_1244,jump-table export 381; CODE 0 routine offset 0x1240
7,0x1258,seg07_FRED_1258,jump-table export 382; CODE 0 routine offset 0x1254
7,0x126C,seg07_FRED_126C,jump-table export 383; CODE 0 routine offset 0x1268
7,0x1280,seg07_FRED_1280,jump-table export 384; CODE 0 routine offset 0x127C
7,0x1294,seg07_FRED_1294,jump-table export 385; CODE 0 routine offset 0x1290
7,0x12A8,seg07_FRED_12A8,jump-table export 386; CODE 0 routine offset 0x12A4
7,0x12BC,seg07_FRED_12BC,jump-table export 387; CODE 0 routine offset 0x12B8
7,0x12CA,seg07_FRED_12CA,jump-table export 388; CODE 0 routine offset 0x12C6
7,0x12DE,seg07_FRED_12DE,jump-table export 389; CODE 0 routine offset 0x12DA
7,0x12F2,seg07_FRED_12F2,jump-table export 390; CODE 0 routine offset 0x12EE
7,0x1300,seg07_FRED_1300,jump-table export 391; CODE 0 routine offset 0x12FC
7,0x1314,seg07_FRED_1314,jump-table export 392; CODE 0 routine offset 0x1310
7,0x1328,seg07_FRED_1328,jump-table export 393; CODE 0 routine offset 0x1324
7,0x133C,seg07_FRED_133C,jump-table export 394; CODE 0 routine offset 0x1338
7,0x1350,seg07_FRED_1350,jump-table export 395; CODE 0 routine offset 0x134C
7,0x135E,seg07_FRED_135E,jump-table export 396; CODE 0 routine offset 0x135A
7,0x1372,seg07_FRED_1372,jump-table export 397; CODE 0 routine offset 0x136E
7,0x1386,seg07_FRED_1386,jump-table export 398; CODE 0 routine offset 0x1382
7,0x139A,seg07_FRED_139A,jump-table export 399; CODE 0 routine offset 0x1396
7,0x13AE,seg07_FRED_13AE,jump-table export 400; CODE 0 routine offset 0x13AA
7,0x13C2,seg07_FRED_13C2,jump-table export 401; CODE 0 routine offset 0x13BE
7,0x13D6,seg07_FRED_13D6,jump-table export 402; CODE 0 routine offset 0x13D2
7,0x13E4,seg07_FRED_13E4,jump-table export 403; CODE 0 routine offset 0x13E0
7,0x13F8,seg07_FRED_13F8,jump-table export 404; CODE 0 routine offset 0x13F4
7,0x140C,seg07_FRED_140C,jump-table export 405; CODE 0 routine offset 0x1408
7,0x1420,seg07_FRED_1420,jump-table export 406; CODE 0 routine offset 0x141C
7,0x1434,seg07_FRED_1434,jump-table export 407; CODE 0 routine offset 0x1430
7,0x1448,seg07_FRED_1448,jump-table export 408; CODE 0 routine offset 0x1444
7,0x1456,seg07_FRED_1456,jump-table export 409; CODE 0 routine offset 0x1452
7,0x146A,seg07_FRED_146A,jump-table export 410; CODE 0 routine offset 0x1466
7,0x147E,seg07_FRED_147E,jump-table export 411; CODE 0 routine offset 0x147A
7,0x1492,seg07_FRED_1492,jump-table export 412; CODE 0 routine offset 0x148E
7,0x14A0,seg07_FRED_14A0,jump-table export 413; CODE 0 routine offset 0x149C
7,0x14B4,seg07_FRED_14B4,jump-table export 414; CODE 0 routine offset 0x14B0
7,0x14C8,seg07_FRED_14C8,jump-table export 415; CODE 0 routine offset 0x14C4
7,0x14DC,seg07_FRED_14DC,jump-table export 416; CODE 0 routine offset 0x14D8
7,0x14EA,seg07_FRED_14EA,jump-table export 417; CODE 0 routine offset 0x14E6
7,0x14FE,seg07_FRED_14FE,jump-table export 418; CODE 0 routine offset 0x14FA
7,0x1512,seg07_FRED_1512,jump-table export 419; CODE 0 routine offset 0x150E
7,0x1526,seg07_FRED_1526,jump-table export 420; CODE 0 routine offset 0x1522
7,0x1534,seg07_FRED_1534,jump-table export 421; CODE 0 routine offset 0x1530
7,0x1540,seg07_FRED_1540,jump-table export 422; CODE 0 routine offset 0x153C
7,0x1546,seg07_FRED_1546,jump-table export 423; CODE 0 routine offset 0x1542
7,0x154C,seg07_FRED_154C,jump-table export 424; CODE 0 routine offset 0x1548
7,0x1552,seg07_FRED_1552,jump-table export 425; CODE 0 routine offset 0x154E
7,0x1558,seg07_FRED_1558,jump-table export 426; CODE 0 routine offset 0x1554
7,0x155E,seg07_FRED_155E,jump-table export 427; CODE 0 routine offset 0x155A
7,0x1574,seg07_FRED_1574,jump-table export 428; CODE 0 routine offset 0x1570
7,0x1580,seg07_FRED_1580,jump-table export 429; CODE 0 routine offset 0x157C
7,0x158C,seg07_FRED_158C,jump-table export 430; CODE 0 routine offset 0x1588
7,0x1592,seg07_FRED_1592,jump-table export 431; CODE 0 routine offset 0x158E
7,0x1598,seg07_FRED_1598,jump-table export 432; CODE 0 routine offset 0x1594
7,0x15A4,seg07_FRED_15A4,jump-table export 433; CODE 0 routine offset 0x15A0
7,0x15B8,seg07_FRED_15B8,jump-table export 434; CODE 0 routine offset 0x15B4
7,0x15D2,seg07_FRED_15D2,jump-table export 435; CODE 0 routine offset 0x15CE
7,0x165C,seg07_FRED_165C,jump-table export 436; CODE 0 routine offset 0x1658
7,0x1682,seg07_FRED_1682,jump-table export 437; CODE 0 routine offset 0x167E
7,0x1688,seg07_FRED_1688,jump-table export 438; CODE 0 routine offset 0x1684
7,0x16B2,seg07_FRED_16B2,jump-table export 439; CODE 0 routine offset 0x16AE
7,0x16DC,seg07_FRED_16DC,jump-table export 440; CODE 0 routine offset 0x16D8
7,0x16DE,seg07_FRED_16DE,jump-table export 441; CODE 0 routine offset 0x16DA
7,0x1708,seg07_FRED_1708,jump-table export 442; CODE 0 routine offset 0x1704
7,0x1732,seg07_FRED_1732,jump-table export 443; CODE 0 routine offset 0x172E
7,0x1738,seg07_FRED_1738,jump-table export 444; CODE 0 routine offset 0x1734
7,0x1744,seg07_FRED_1744,jump-table export 445; CODE 0 routine offset 0x1740
7,0x1758,seg07_FRED_1758,jump-table export 446; CODE 0 routine offset 0x1754
7,0x1764,seg07_FRED_1764,jump-table export 447; CODE 0 routine offset 0x1760
7,0x178E,seg07_FRED_178E,jump-table export 448; CODE 0 routine offset 0x178A
7,0x17A4,seg07_FRED_17A4,jump-table export 449; CODE 0 routine offset 0x17A0
7,0x17BA,seg07_FRED_17BA,jump-table export 450; CODE 0 routine offset 0x17B6
7,0x17C0,seg07_FRED_17C0,jump-table export 451; CODE 0 routine offset 0x17BC
7,0x17CC,seg07_FRED_17CC,jump-table export 452; CODE 0 routine offset 0x17C8
7,0x17DE,seg07_FRED_17DE,jump-table export 453; CODE 0 routine offset 0x17DA
7,0x17E4,seg07_FRED_17E4,jump-table export 454; CODE 0 routine offset 0x17E0
7,0x17EA,seg07_FRED_17EA,jump-table export 455; CODE 0 routine offset 0x17E6
7,0x17F0,seg07_FRED_17F0,jump-table export 456; CODE 0 routine offset 0x17EC
7,0x17F6,seg07_FRED_17F6,jump-table export 457; CODE 0 routine offset 0x17F2
7,0x1802,seg07_FRED_1802,jump-table export 458; CODE 0 routine offset 0x17FE
7,0x180E,seg07_FRED_180E,jump-table export 459; CODE 0 routine offset 0x180A
7,0x1820,seg07_FRED_1820,jump-table export 460; CODE 0 routine offset 0x181C
7,0x182C,seg07_FRED_182C,jump-table export 461; CODE 0 routine offset 0x1828
7,0x1832,seg07_FRED_1832,jump-table export 462; CODE 0 routine offset 0x182E
7,0x183E,seg07_FRED_183E,jump-table export 463; CODE 0 routine offset 0x183A
7,0x1844,seg07_FRED_1844,jump-table export 464; CODE 0 routine offset 0x1840
7,0x184A,seg07_FRED_184A,jump-table export 465; CODE 0 routine offset 0x1846
7,0x1856,seg07_FRED_1856,jump-table export 466; CODE 0 routine offset 0x1852
7,0x185C,seg07_FRED_185C,jump-table export 467; CODE 0 routine offset 0x1858
7,0x1862,seg07_FRED_1862,jump-table export 468; CODE 0 routine offset 0x185E
7,0x186E,seg07_FRED_186E,jump-table export 469; CODE 0 routine offset 0x186A
7,0x187A,seg07_FRED_187A,jump-table export 470; CODE 0 routine offset 0x1876
7,0x1886,seg07_FRED_1886,jump-table export 471; CODE 0 routine offset 0x1882
7,0x188C,seg07_FRED_188C,jump-table export 472; CODE 0 routine offset 0x1888
7,0x1892,seg07_FRED_1892,jump-table export 473; CODE 0 routine offset 0x188E
7,0x1898,seg07_FRED_1898,jump-table export 474; CODE 0 routine offset 0x1894
7,0x189E,seg07_FRED_189E,jump-table export 475; CODE 0 routine offset 0x189A
7,0x18A4,seg07_FRED_18A4,jump-table export 476; CODE 0 routine offset 0x18A0
7,0x18AA,seg07_FRED_18AA,jump-table export 477; CODE 0 routine offset 0x18A6
7,0x18BE,seg07_FRED_18BE,jump-table export 478; CODE 0 routine offset 0x18BA
7,0x18C4,seg07_FRED_18C4,jump-table export 479; CODE 0 routine offset 0x18C0
7,0x18CA,seg07_FRED_18CA,jump-table export 480; CODE 0 routine offset 0x18C6
7,0x18D6,seg07_FRED_18D6,jump-table export 481; CODE 0 routine offset 0x18D2
7,0x18DC,seg07_FRED_18DC,jump-table export 482; CODE 0 routine offset 0x18D8
7,0x18E8,seg07_FRED_18E8,jump-table export 483; CODE 0 routine offset 0x18E4
7,0x18EE,seg07_FRED_18EE,jump-table export 484; CODE 0 routine offset 0x18EA
7,0x18FA,seg07_FRED_18FA,jump-table export 485; CODE 0 routine offset 0x18F6
7,0x1906,seg07_FRED_1906,jump-table export 486; CODE 0 routine offset 0x1902
7,0x1912,seg07_FRED_1912,jump-table export 487; CODE 0 routine offset 0x190E
7,0x1928,seg07_FRED_1928,jump-table export 488; CODE 0 routine offset 0x1924
7,0x193E,seg07_FRED_193E,jump-table export 489; CODE 0 routine offset 0x193A
7,0x1954,seg07_FRED_1954,jump-table export 490; CODE 0 routine offset 0x1950
7,0x195A,seg07_FRED_195A,jump-table export 491; CODE 0 routine offset 0x1956
7,0x1960,seg07_FRED_1960,jump-table export 492; CODE 0 routine offset 0x195C
7,0x1966,seg07_FRED_1966,jump-table export 493; CODE 0 routine offset 0x1962
8,0x0004,seg08_Intro_0004,jump-table export 494; CODE 0 routine offset 0x0000
8,0x0AAE,seg08_Intro_0AAE,jump-table export 495; CODE 0 routine offset 0x0AAA
9,0x005C,seg09_sound_005C,jump-table export 496; CODE 0 routine offset 0x0058
9,0x008C,seg09_sound_008C,jump-table export 497; CODE 0 routine offset 0x0088
9,0x00BA,seg09_sound_00BA,jump-table export 498; CODE 0 routine offset 0x00B6
9,0x00EE,seg09_sound_00EE,jump-table export 499; CODE 0 routine offset 0x00EA
9,0x012A,seg09_sound_012A,jump-table export 500; CODE 0 routine offset 0x0126
9,0x0174,seg09_sound_0174,jump-table export 501; CODE 0 routine offset 0x0170
9,0x01B0,seg09_sound_01B0,jump-table export 502; CODE 0 routine offset 0x01AC
9,0x01E6,seg09_sound_01E6,jump-table export 503; CODE 0 routine offset 0x01E2
9,0x021C,seg09_sound_021C,jump-table export 504; CODE 0 routine offset 0x0218
9,0x024C,seg09_sound_024C,jump-table export 505; CODE 0 routine offset 0x0248
9,0x027C,seg09_sound_027C,jump-table export 506; CODE 0 routine offset 0x0278
9,0x02AC,seg09_sound_02AC,jump-table export 507; CODE 0 routine offset 0x02A8
10,0x0004,seg10_A5Init_0004,jump-table export 508; CODE 0 routine offset 0x0000
